generation,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
1,Agent_1-Agent_1,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,6,6
1,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: default cooperation,Tit-for-Tat: starting with cooperation,9,3
1,Agent_1-Agent_3,C-C,3-3,Generous Tit-for-Tat: default cooperation,"Win-Stay, Lose-Shift: default cooperation",12,3
1,Agent_1-Agent_4,C-C,3-3,Generous Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,15,3
1,Agent_1-Agent_5,C-C,3-3,Generous Tit-for-Tat: default cooperation,Always Cooperate strategy,18,3
1,Agent_1-Agent_6,C-C,3-3,Generous Tit-for-Tat: default cooperation,Grim Trigger: continuing cooperation,21,3
1,Agent_1-Agent_7,C-D,0-5,Generous Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: starting with defection,21,5
1,Agent_1-Agent_8,C-D,0-5,Generous Tit-for-Tat: default cooperation,Always Defect strategy,21,5
1,Agent_2-Agent_1,C-C,3-3,Tit-for-Tat: starting with cooperation,Generous Tit-for-Tat: default cooperation,6,24
1,Agent_2-Agent_2,C-C,3-3,Tit-for-Tat: starting with cooperation,Tit-for-Tat: starting with cooperation,12,12
1,Agent_2-Agent_3,C-C,3-3,Tit-for-Tat: starting with cooperation,"Win-Stay, Lose-Shift: default cooperation",15,6
1,Agent_2-Agent_4,C-C,3-3,Tit-for-Tat: starting with cooperation,Contrite Tit-for-Tat: default cooperation,18,6
1,Agent_2-Agent_5,C-C,3-3,Tit-for-Tat: starting with cooperation,Always Cooperate strategy,21,6
1,Agent_2-Agent_6,C-C,3-3,Tit-for-Tat: starting with cooperation,Grim Trigger: continuing cooperation,24,6
1,Agent_2-Agent_7,C-D,0-5,Tit-for-Tat: starting with cooperation,Suspicious Tit-for-Tat: starting with defection,24,10
1,Agent_2-Agent_8,C-D,0-5,Tit-for-Tat: starting with cooperation,Always Defect strategy,24,10
1,Agent_3-Agent_1,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Generous Tit-for-Tat: default cooperation,9,27
1,Agent_3-Agent_2,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Tit-for-Tat: starting with cooperation,12,27
1,Agent_3-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",18,18
1,Agent_3-Agent_4,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Contrite Tit-for-Tat: default cooperation,21,9
1,Agent_3-Agent_5,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Always Cooperate strategy,24,9
1,Agent_3-Agent_6,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Grim Trigger: continuing cooperation,27,9
1,Agent_3-Agent_7,C-D,0-5,"Win-Stay, Lose-Shift: default cooperation",Suspicious Tit-for-Tat: starting with defection,27,15
1,Agent_3-Agent_8,C-D,0-5,"Win-Stay, Lose-Shift: default cooperation",Always Defect strategy,27,15
1,Agent_4-Agent_1,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,12,30
1,Agent_4-Agent_2,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Tit-for-Tat: starting with cooperation,15,30
1,Agent_4-Agent_3,C-C,3-3,Contrite Tit-for-Tat: default cooperation,"Win-Stay, Lose-Shift: default cooperation",18,30
1,Agent_4-Agent_4,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: default cooperation,24,24
1,Agent_4-Agent_5,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Always Cooperate strategy,27,12
1,Agent_4-Agent_6,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Grim Trigger: continuing cooperation,30,12
1,Agent_4-Agent_7,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: starting with defection,30,20
1,Agent_4-Agent_8,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Always Defect strategy,30,20
1,Agent_5-Agent_1,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: default cooperation,15,33
1,Agent_5-Agent_2,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: starting with cooperation,18,33
1,Agent_5-Agent_3,C-C,3-3,Always Cooperate strategy,"Win-Stay, Lose-Shift: default cooperation",21,33
1,Agent_5-Agent_4,C-C,3-3,Always Cooperate strategy,Contrite Tit-for-Tat: default cooperation,24,33
1,Agent_5-Agent_5,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,30,30
1,Agent_5-Agent_6,C-C,3-3,Always Cooperate strategy,Grim Trigger: continuing cooperation,33,15
1,Agent_5-Agent_7,C-D,0-5,Always Cooperate strategy,Suspicious Tit-for-Tat: starting with defection,33,25
1,Agent_5-Agent_8,C-D,0-5,Always Cooperate strategy,Always Defect strategy,33,25
1,Agent_6-Agent_1,C-C,3-3,Grim Trigger: continuing cooperation,Generous Tit-for-Tat: default cooperation,18,36
1,Agent_6-Agent_2,C-C,3-3,Grim Trigger: continuing cooperation,Tit-for-Tat: starting with cooperation,21,36
1,Agent_6-Agent_3,C-C,3-3,Grim Trigger: continuing cooperation,"Win-Stay, Lose-Shift: default cooperation",24,36
1,Agent_6-Agent_4,C-C,3-3,Grim Trigger: continuing cooperation,Contrite Tit-for-Tat: default cooperation,27,36
1,Agent_6-Agent_5,C-C,3-3,Grim Trigger: continuing cooperation,Always Cooperate strategy,30,36
1,Agent_6-Agent_6,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,36,36
1,Agent_6-Agent_7,C-D,0-5,Grim Trigger: continuing cooperation,Suspicious Tit-for-Tat: starting with defection,36,30
1,Agent_6-Agent_8,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,36,30
1,Agent_7-Agent_1,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Generous Tit-for-Tat: default cooperation,35,36
1,Agent_7-Agent_2,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Tit-for-Tat: starting with cooperation,40,36
1,Agent_7-Agent_3,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,"Win-Stay, Lose-Shift: default cooperation",45,36
1,Agent_7-Agent_4,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Contrite Tit-for-Tat: default cooperation,50,36
1,Agent_7-Agent_5,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Always Cooperate strategy,55,36
1,Agent_7-Agent_6,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Grim Trigger: continuing cooperation,60,36
1,Agent_7-Agent_7,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,62,62
1,Agent_7-Agent_8,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Always Defect strategy,63,31
