"generation","round_index","role_name","inventory","backlog","order_placed","order_received","shipment_received","shipment_sent_downstream","starting_balance","revenue","purchase_cost","holding_cost","backlog_cost","ending_balance","orders_in_transit_0","orders_in_transit_1","production_queue_0","production_queue_1","external_demand","llm_reported_inventory","llm_reported_backlog","llm_recent_demand_or_orders","llm_incoming_shipments","llm_last_order_placed","llm_confidence","llm_rationale","llm_risk_assessment","llm_expected_demand_next_round"
"1","0","Retailer","88","0","10","12","0","12","500.0","60.0","25.0","44.0","0.0","491.0","0","0","0","0","12","","","null","null","","","","",""
"1","0","Wholesaler","88","0","10","12","0","12","500.0","60.0","25.0","44.0","0.0","491.0","0","0","0","0","12","","","null","null","","","","",""
"1","0","Distributor","88","0","10","12","0","12","500.0","60.0","25.0","44.0","0.0","491.0","0","0","0","0","12","","","null","null","","","","",""
"1","0","Factory","88","0","10","12","0","12","500.0","60.0","15.0","44.0","0.0","501.0","0","0","0","0","12","","","null","null","","","","",""
"1","1","Retailer","81","0","10","7","0","7","491.0","35.0","25.0","40.5","0.0","460.5","0","0","0","0","7","","","null","null","","","","",""
"1","1","Wholesaler","81","0","10","7","0","7","491.0","35.0","25.0","40.5","0.0","460.5","0","0","0","0","7","","","null","null","","","","",""
"1","1","Distributor","81","0","10","7","0","7","491.0","35.0","25.0","40.5","0.0","460.5","0","0","0","0","7","","","null","null","","","","",""
"1","1","Factory","81","0","10","7","0","7","501.0","35.0","15.0","40.5","0.0","480.5","0","0","0","0","7","","","null","null","","","","",""
"1","2","Retailer","77","0","10","16","12","16","460.5","80.0","25.0","38.5","0.0","477.0","0","0","0","0","16","","","null","null","","","","",""
"1","2","Wholesaler","77","0","10","16","12","16","460.5","80.0","25.0","38.5","0.0","477.0","0","0","0","0","16","","","null","null","","","","",""
"1","2","Distributor","77","0","10","16","12","16","460.5","80.0","25.0","38.5","0.0","477.0","0","0","0","0","16","","","null","null","","","","",""
"1","2","Factory","65","0","10","16","0","16","480.5","80.0","15.0","32.5","0.0","513.0","0","0","0","0","16","","","null","null","","","","",""
"1","3","Retailer","74","0","10","10","7","10","477.0","50.0","25.0","37.0","0.0","465.0","0","0","0","0","10","","","null","null","","","","",""
"1","3","Wholesaler","74","0","10","10","7","10","477.0","50.0","25.0","37.0","0.0","465.0","0","0","0","0","10","","","null","null","","","","",""
"1","3","Distributor","74","0","10","10","7","10","477.0","50.0","25.0","37.0","0.0","465.0","0","0","0","0","10","","","null","null","","","","",""
"1","3","Factory","55","0","10","10","0","10","513.0","50.0","15.0","27.5","0.0","520.5","0","0","0","0","10","","","null","null","","","","",""
"1","4","Retailer","78","0","10","12","16","12","465.0","60.0","25.0","39.0","0.0","461.0","0","0","0","0","12","","","null","null","","","","",""
"1","4","Wholesaler","78","0","10","12","16","12","465.0","60.0","25.0","39.0","0.0","461.0","0","0","0","0","12","","","null","null","","","","",""
"1","4","Distributor","78","0","10","12","16","12","465.0","60.0","25.0","39.0","0.0","461.0","0","0","0","0","12","","","null","null","","","","",""
"1","4","Factory","43","0","10","12","0","12","520.5","60.0","15.0","21.5","0.0","544.0","0","0","0","0","12","","","null","null","","","","",""
"1","5","Retailer","74","0","10","14","10","14","461.0","70.0","25.0","37.0","0.0","469.0","0","0","0","0","14","","","null","null","","","","",""
"1","5","Wholesaler","74","0","10","14","10","14","461.0","70.0","25.0","37.0","0.0","469.0","0","0","0","0","14","","","null","null","","","","",""
"1","5","Distributor","74","0","10","14","10","14","461.0","70.0","25.0","37.0","0.0","469.0","0","0","0","0","14","","","null","null","","","","",""
"1","5","Factory","29","0","10","14","0","14","544.0","70.0","15.0","14.5","0.0","584.5","0","0","0","0","14","","","null","null","","","","",""
"1","6","Retailer","79","0","10","7","12","7","469.0","35.0","25.0","39.5","0.0","439.5","0","0","0","0","7","","","null","null","","","","",""
"1","6","Wholesaler","79","0","10","7","12","7","469.0","35.0","25.0","39.5","0.0","439.5","0","0","0","0","7","","","null","null","","","","",""
"1","6","Distributor","79","0","10","7","12","7","469.0","35.0","25.0","39.5","0.0","439.5","0","0","0","0","7","","","null","null","","","","",""
"1","6","Factory","22","0","10","7","0","7","584.5","35.0","15.0","11.0","0.0","593.5","0","0","0","0","7","","","null","null","","","","",""
"1","7","Retailer","83","0","10","10","14","10","439.5","50.0","25.0","41.5","0.0","423.0","0","0","0","0","10","","","null","null","","","","",""
"1","7","Wholesaler","83","0","10","10","14","10","439.5","50.0","25.0","41.5","0.0","423.0","0","0","0","0","10","","","null","null","","","","",""
"1","7","Distributor","83","0","10","10","14","10","439.5","50.0","25.0","41.5","0.0","423.0","0","0","0","0","10","","","null","null","","","","",""
"1","7","Factory","12","0","10","10","0","10","593.5","50.0","15.0","6.0","0.0","622.5","0","0","0","0","10","","","null","null","","","","",""
"1","8","Retailer","78","0","10","12","7","12","423.0","60.0","25.0","39.0","0.0","419.0","0","0","0","0","12","","","null","null","","","","",""
"1","8","Wholesaler","78","0","10","12","7","12","423.0","60.0","25.0","39.0","0.0","419.0","0","0","0","0","12","","","null","null","","","","",""
"1","8","Distributor","78","0","10","12","7","12","423.0","60.0","25.0","39.0","0.0","419.0","0","0","0","0","12","","","null","null","","","","",""
"1","8","Factory","0","0","10","12","0","12","622.5","60.0","15.0","0.0","0.0","667.5","0","0","0","0","12","","","null","null","","","","",""
"1","9","Retailer","80","0","10","8","10","8","419.0","40.0","25.0","40.0","0.0","394.0","0","0","0","0","8","","","null","null","","","","",""
"1","9","Wholesaler","80","0","10","8","10","8","419.0","40.0","25.0","40.0","0.0","394.0","0","0","0","0","8","","","null","null","","","","",""
"1","9","Distributor","80","0","10","8","10","8","419.0","40.0","25.0","40.0","0.0","394.0","0","0","0","0","8","","","null","null","","","","",""
"1","9","Factory","0","8","10","8","0","0","667.5","0.0","15.0","0.0","12.0","640.5","0","0","0","0","8","","","null","null","","","","",""
